news,class_international,class_sci-tech & agri,class_sport,class_sunday magazine
"an microbes produce oxygen in the dark?Scientists say there would be no oxygen on Earth were it not for sunlight: the key component in photosynthesis. Now researchers from University of Southern Denmark have discovered that oxygen is also produced without sunlight, possibly deep below the ocean surface. Researchers have discovered that some of the invisible microorganisms living in water columns produce oxygen in an unexpected way.Nitrogen cycleA few microbes are known to make oxygen without sunlight, but so far they have only been discovered in very limited quantities and in very specific habitats. But the ocean living microbe
Nitrosopumilus maritimus
and its cousins, called ammonia oxidising archaea play an important role in the nitrogen cycle. For this, they need oxygen. So it has been a long-standing puzzle why they are also very abundant in waters where there is no oxygen. The researchers found that these micro-organisms make their own oxygen, according to a University of Southern Denmark press release.
Keeps it going The researchers conducted tests in the lab and found that
N. maritimus
was using the oxygen present in water but the oxygen levels started increasing again in water. They micro-organisms were able to make oxygen even in a dark environment. Not sufficiently high to influence oxygen levels on Earth, but enough to keep itself going.
N. maritimus
couples the oxygen production to the production of gaseous nitrogen. By doing so they remove bioavailable nitrogen from the environment.

Our code",0,1,0,0
,0,1,0,0
"here was a young lady from Natchezwhose clothes were always in patches.When asked why this was, she replied it’s becausewherever I itches, I scratches.An unpleasant sensation that elicits the desire or the reflex to scratch is how itch has been classically defined. Scratching does help ward off that insect which is troubling you; but pruritus (as itch is called) that persists for longer than six weeks is a pathological state with profound effects on the health, physical and mental, of one in seven persons. Ongoing research has uncovered a wide range of mechanisms underlying what appears to be a single condition.Chronic itch can be dermatologic - often triggered by the release of histamine, and treated with antihistamine drugs (e.g., Benadryl), neuropathic (related to the nervous system, as in shingles, nerve compression and cerebral hemorrhage), or systemic (as in renal insufficiency) or psychogenic (as in obsessive-compulsive disorders).Itch in the elderly The elderly are particularly prone to chronic conditions that manifest as itches. In a South Indian study, (Manickam and colleagues,
Journal of The Indian Academy of Geriatrics,
2018; 14:17-25) eczema was seen in 29% of a study group of subjects in the 60+ age group. Another study at the Base hospital of the Delhi Cantonment on the same age group reported that 56% of their subjects complained of pruritus (
Indian Dermatology Online Journal
, 10(5), 2019). In an analysis of 100 patients complaining of chronic itch. associated causes could be pinpointed in 62, and included diabetes, hypothyroidism, several cancers and Iron deficiency. (
Indian Journal of Clinical and Experimental Dermatology,
5: 130, 2019).
Factors that induce itch are called pruritogens. Tissues that are sensitive to itch include the skin, mucus membranes and the cornea of the eye. Some nerve fibres in these tissues (pruriceptors) are stimulated by pruritogens and the resulting signals are carried, via itch-signaling neurons in the spinal cord, to the brain. There are several different receptors and channels that respond to pruritogens. A great degree of redundancy in their roles ensures that no matter what, the itch sensation gets through to your brain.A common example of chronic itch is atopic dermatitis, an inflammatory condition showing cracked, itchy skin, which is often caused by allergens. As an example, it may be triggered by the house dust mite, barely a third of a millimeter in size, that feeds on the dead scaly skin that you shed all the time. Its faeces contains a protein which is a potent pruritogen. Upon binding to receptors in the skin, it elucidates allergic reactions such as atopic dermatitis, or asthma. These receptors are therapeutic targets, the aim being to block the itch sensation from being transduced to the brain, without hindering other sensations that protect you from harm.Not the same as painThe scratch response is a key difference between itch and pain. Sudden, sharp pain causes you to hurriedly retract and thus escape damage; scratching actually draws attention to the cause of the itch. Scratching evokes an inhibition of itch-signaling neurons in the spinal cord. This reduces the quantum of itch sensations that reach the brain. What a relief! But the respite is only short-lived – by scratching, you are inflicting mild pain, and in your brain, pain can momentarily overshadow the itch sensation. Scratching may even trigger reward systems in the brain, making it a pleasurable feeling. But for patients with chronic itch, scratching can be a bane, causing damage to the skin and aggravating the itch.Phantom itchesPeople who have lost a hand or leg often find that their ‘phantom limb’ itches profusely. Their brain rewires itself over time and signals from another part of the body now map to the region that earlier received somatosensory inputs from the limb. In a series of deceptively simple experiments, the neuroscientist V.S. Ramachandran of the University of California, San Diego, showed that people who have recently lost a limb in accidents and often complain of their ‘phantom hand itching like crazy’, could obtain relief by scratching various parts of their face – scratch the upper lip, and the absent index finger feels comforted, and so on.Novel therapeutic methods try to tackle chronic itch at many different points, from the skin to the central nervous system. UVB light is known to attenuate histamine release from immune cells in the skin, so phototherapy has proved useful. Garments of a silk that is coated with antimicrobial compounds are another strategy to soothe itching skin. Long-term itch leads to functional anomalies in the regions of the brain associated with itch, and non-invasive transcranial direct-current simulation has been shown to offer relief.(The article has been written jointly with Dr. Sushil Chandani, sushilchandani@gmail.com)dbala@lvpei.org
Our code ",0,1,0,0
" joint study by Bharat Biotech and ICMR has provided the first evidence of the immune response of a homologous booster six months after the second dose. The randomised control trial was carried out on 184 participants belonging to the phase-2 trial arm that received 6 microgram of the vaccine for both first and second dose.The booster dose was found to be safe. The most frequent adverse events reported were mild and transient pain and itching at the injection site.The booster dose was given seven months (215 days) after the second dose. The primary outcome was to measure neutralising antibody titres four weeks after the booster shot. The results have been posted on a preprint server,
medRxiv
. Preprints are yet to be peer-reviewed.
The control arm had 93 participants and the intervention arm had 91 participants. However, majority of the 184 participants were younger than 55 years. In the case of the intervention arm, 85 of 91 participants were in the age group 18-55 years, while 82 of 93 participants belonged to the same age group in the control arm. The median age of participants in the intervention arm was 35 years; it was 36 years for the control arm.Small number“The study recruited only a very small number of people above 55 years of age — 6.6% in the vaccine arm and 7.5% in the placebo arm. Since the data are not broken up by age, we can't tell how well the booster worked in the most vulnerable age group,” Dr. Shahid Jameel, Director of the Trivedi School of Biosciences at Ashoka University, says in an email. “More detailed studies and a longer term follow up are needed.”From January 10, booters are being administered to those older than 60 years with comorbidities and to health-care and frontline workers. The reason for prioritising people above 60 years for a booster shot is because elderly people are relatively less likely to have developed sufficient antibodies after two doses.Low representationWith the booster dose study including just half-a-dozen participants over 55 years in each arm, the immune responses following a booster shot in the elderly is still not clearly known. But it was on March 23, 2021, that Bharat Biotech was permitted to conduct a booster dose trial using Covaxin by the Subject Expert Committee. At that time, only those in the phase-2 trial to test vaccine safety and immunogenicity had received the second dose more than six months ago, and hence the permission was granted to conduct the trial on these participants. The phase-2 trial that tested 6 mcg of the vaccine on 190 participants included only 10 individuals who were in the 55-65 years age group.Increase in antibodiesAbout three-fourths of the 184 participants still had neutralising antibody titres above baseline value at the end of six months after the second dose. “As expected, the booster dose shows an increase in neutralising antibody titres against the virus. What is even more pleasing is that the boosting effect is observed against all circulating variants (except Omicron, which was not studied),” Dr. Jameel says.Both the placebo and the intervention arms witnessed an increase in neutralising antibody levels. The increase in antibody levels in the control arm is most likely to be due to natural infection as the booster trial was conducted during the second wave.The increase in neutralising antibodies in both arms provides proof that repeated exposure to the virus antigen either through infection or vaccination leads to an increase in neutralising antibodies.Though studies carried outside India have found that infection leads to higher neutralising antibody levels and longer duration of protection against infection compared with vaccination, achieving protection through vaccination is safe and advisable.Elevated antibodiesThough neutralising antibody levels were found elevated in both control and intervention arms, the level of increase was higher in the intervention arm. For instance, four weeks after the booster shot, the control arm witnessed a fourfold increase in neutralising antibodies while the intervention arm witnessed a 31-fold increase.“Since even the placebo arm showed about 4-fold rise in titres (attributed to infection) and the same is expected in the vaccine arm, the actual boost by the vaccine is not about 30-fold but 30/4, which is 7.5-fold,” Dr. Jameel says.The sevenfold increase in neutralising antibodies in the vaccine arm compared to the placebo group following a booster dose becomes clear when the values of the plaque reduction neutralisation test of the two groups are compared. However, the microneutralisation test revealed that the antibody increase in the intervention arm was less than twofold than the control arm.“In the case of binding antibodies, the difference between the two arms is not statistically significant at the end of four weeks following the booster shot,” says Dr. Chandrakant Lahariya, physician-epidemiologist and public policy and health systems specialist.As part of another study, the sera samples from individuals who received a booster were tested to assess neutralising capacity against Delta and Omicron variants. While the preprint does not provide any details about neutralising studies against Omicron, a press release sent out by Bharat Biotech on January 12 says the sera samples from individuals who received a booster were found to be “effective in neutralizing Omicron variants on a live virus neutralization assay”.“More than 90% of all individuals boosted with Covaxin showed neutralizing antibodies,” the release says.“As the dominant COVID-19 variant throughout the world, Omicron poses a serious public health concern,” Dr. Mehul Suthar from Emory Vaccine Center and who led the laboratory analysis says in the release. “Data from this preliminary analysis show individuals receiving a booster dose of Covaxin have a significant immune response to both the Omicron and Delta variants. These findings suggest that a booster dose has the potential to reduce disease severity and hospitalisations.”The study recruited only very small number of people above 55 years of age : 6.6% in the vaccine arm and 7.5% in the placebo arm.Dr. Shahid JameelAshoka University
Our code of editorial values 
Printable vers",0,1,0,0
"Crucial link: Without vitamin D, muscles continued to make glycogen, but could not convert it to glucose, as Dr. Aneeshkumar (right) explains. Special arrangement iStockphoto
| Photo Credit: iStockphoto
Skeletal muscles normally brim with energy, yet they starve in the absence of Vitamin D, says recent research led by Aneeshkumar A. G. of National Institute of Immunology, New Delhi. This research demonstrates that glycogen stored in the skeletal muscles is not converted into a usable form of energy without Vitamin D.Usually, the glucose absorbed from the food is converted into glycogen and stored in the skeletal muscle. This stored energy reserve is used by muscles to produce energy after the food consumed is digested. However, in the absence of vitamin D, the skeletal muscle is starved of energy, decreasing muscle mass.Muscle wastingVitamin D deficiency is often associated with rickets. In rickets, the bone tissue does not correctly mineralise calcium and phosphorus, leading to softening of bones resulting in skeletal deformities. However, we are becoming aware that vitamin D works more as a hormone than and is involved in a host of biochemical reactions. It is key to maintaining metabolic functions, immune system, bone health and plays a crucial role in depression, mood swings, anxiety and sleep quality.As part of the normal metabolic process, proteins produced in our body degrade, and in due course, new proteins are made to replace them. Usually, when the protein degradation exceeds protein synthesis, skeletal muscle atrophy or simply a decrease in muscle mass occurs.""We wanted to find out the molecular nature of muscle dysfunction in the absence of vitamin D. We started with the hypothesis that the root cause is metabolic dysfunction. We used a mouse model which does not have a vitamin D receptor:[VDR] a protein that binds to vitamin D and switches several genes on or off to test our hypotheses,"" says Dr. Aneeshkumar.Hungry cellsTypically, the protein synthesis is high when the digestion of the food is taking place and is slower during the post-absorptive state when the digestion is completed. ""In order to examine if the protein degradation and subsequent muscle wasting occur primarily during the absorptive or post-absorptive phase, we compared the protein synthesis during both the phases. In control mice, the levels were as expected. Nevertheless, in mice lacking VDR after the weaning stage of growth, the protein synthesis was impaired during the post-absorptive stage,"" explains Dr. Aneeshkumar, and adds, ""without the vitamin D receptor there was a general increase in protein degradation and a decrease in post-absorptive protein synthesis.""Initially, scientists suspected that the absence of VDR is preventing the synthesis of glycogen from the food. ""We checked whether the energy deprivation in skeletal muscles is associated with differences in glycogen levels,"" says Dr. Aneeshkumar. To their surprise, VDR knockout mice had higher glycogen levels than the control ones. ""We found that the glycogen synthase, the key enzyme that converts glucose into glycogen, was having a field day without the inhibitory enzymes active"". More and more glycogen was being produced and stored in the skeletal muscle.Nevertheless, the glycogen phosphorylase, an enzyme that converts glycogen to glucose when energy is needed, was significantly lower. ""As a result, while muscle continued to make glycogen, none of it could be converted back to glucose resulting in energy deficiency,"" explains Dr. Aneeshkumar. Even with abundant glycogen present, the skeletal muscle could not extract the energy in the absence of vitamin D.""From this research, we think we have found the molecular mechanism by which the vitamin D deficiency leads to muscle wasting. Without vitamin D, glycogen storage cannot be utilised for glucose production. When the glycogen storage does not give energy, particularly in a post-absorb state, the skeletal muscle draws more glucose from the blood. This leads to a systemic energy shortage. When there is systemic lack of energy, like during hunger, the protein degradation in muscle is triggered leading to muscle wasting,"" explains Dr. Aneeshkumar. ""Although our study is in mice, we think this mechanism is broadly applicable in humans as well,"" he said.(T.V. Venkateswaran is a scientist with Vigyan Prasar and is a science communicator.)In mice lacking VDR after the weaning stage of growth, the protein synthesis was impaired during the post-absorptive stage.
Our code of editorial values 
Printable versi",0,1,0,0
"ow do locusts smell an odour? The ability to smell coffee immaterial of the presence of other interfering smells or the environment remains the same in humans. In effect, other smells or different environmental factors do not get in the way of our ability to experience the smell of individual odours. Researchers at Washington University in St. Louis found the answer as to why this happens by studying locusts
(Proceedings of the National Academy of Sciences).Locusts were trained to associate an odour with food, their preference being a blade of grass. In six presentations, the locust learned to open its sensory appendages close to the mouth in expectation of a snack after smelling the ‘training odourant’.The researchers studied which neurons were fired when the locust was exposed to the odour under different conditions.Under different circumstances, highly inconsistent patterns of neurons were activated even though the locust appendage close to the mouth opened every time.They turned to machine-learning algorithms to understand this. It turned out that the locust exploited two functional types of neurons: those that are activated when an odourant is present, and those which are silenced when an odourant is present but become activated after the odour presentation ends, says the university press release.To recognise an odourant's presence, researchers simply needed to add evidence for the odourant being present and subtract evidence against that odour being present.",0,1,0,0
"Sun on blue sky with clouds Picture for global warming snapshot on science page. 
| Photo Credit: enter89 iStockphoto
Year 2021 tied with 2018 as the sixth warmest on record, find studies conducted by NASA and National Oceanic and Atmospheric Administration. Global temperatures were 0.85 degrees Celsius warmer in 2021 than the average for the baseline period from 1951 to the present. Earth was about 1.1 degrees Celsius warmer than pre-industrial levels.
Our code ",0,1,0,0
"Short to medium, slightly hairy annual or biennial. Basal leaves forming a rosette, elliptical toothed or untoothed; stem leaves usually untoothed, unstalked. Flowers white, 3mm. Fruits linear, 5-20mm, hairless, not flattened. Arabidopsis thaliana, a flowering weed, also known as thale cress, for science page. Snapshot. 
| Photo Credit: Mantonature iStockphoto
 Mutations can occur when DNA is damaged and left unrepaired. Sequencing hundreds of
Arabidopsis thaliana
(a flowering weed) plants in the lab, the scientists came across millions of mutations, which when analysed showed a non-random pattern. The study, published in
Nature,
showed that patches of genome with low mutations had an over-representation of essential genes.

Our code of ",0,1,0,0
"lunar surface and 3d earth Moon SUrface for snapshot on Science page. 
| Photo Credit: ROMOLOTAVANI iStockphoto
 Research modelling anorthosites – light rocks that formed early in the Moon’s history – yields a new model for the formation of its crust. This theory proposes that crystals remained suspended in liquid magma for hundreds of millions of years as this ‘slushy ocean’ slowly cooled, froze and solidified. The study is published in
Geophysical Research Letters
.

Our code ",0,1,0,0
"DNA on abstract science background. 3d illustration DNA visualisation for science page.
| Photo Credit: Rasi Bhadramani iStockphoto
Stanford School of Medicine researchers set a Guinness world record for the fastest genome sequencing technique when they sequenced in five hours and two minutes the genome of an enrolled patient. Normally, it is considered a rapid technique if the sequenced results are returned within a week.
Our code of ",0,1,0,0
,0,1,0,0
"n the State-wise data compiled by the Union Government, represented by the Additional Solicitor General Aishwarya Bhati in the Supreme Court, it was shown based on media reports that 6,14,211 claims of compensation for deaths due to COVID-19 were filed in 20 States against the reported death toll of 4,29,872 in those States. The numbers were stark for some States. Telangana reported only 3,993 deaths but received 28,969 compensation claims and sanctioned compensation for 15,720 deaths (nearly four times the reported death toll). Gujarat reported only 10,094 deaths but there were 89,633 compensation claims, and 68,370 of them were sanctioned – a multiple of nearly seven times the reported death toll. In contrast, Kerala which reported 49,300 deaths has received 27,274 compensation claims and has processed 23,652 of them.Reflect undercountingNow, compensation claims are not a reliable measure of what the actual death toll due to COVID-19 could have been – in States, where there is greater State responsiveness and general public awareness, claims of compensation could be more, and this could be lower in States with limited capacities. Yet, the fact that some States have gone to process a high number of compensation claims, several multiples over and above their reported death tolls suggest that their governments have acknowledged that these tolls reflect an undercounting of the actual death tally.Excess deathsThis is not surprising. Excess deaths analyses based on deaths registered in the Civil Registration System (CRS) have shown that they have been as high as six times the official death toll for just 11 States and Union Territories (Maharashtra, Punjab, West Bengal, Tamil Nadu, Kerala, Karnataka, Himachal Pradesh, Haryana, Delhi, Madhya Pradesh and Andhra Pradesh) for which such data was available. Studies have found the CRS method to analyse death tolls to be a robust way to measure mortality across States. The more complete the CRS registration in States, “the better the opportunities to understand population health and its determinants,” a paper by Aashish Gupta and others recently found. A recent peer-reviewed paper in
Science
by Prabhat Jha and others used a national survey of 1.4 lakh adults and estimated that COVID-19 constituted 29% of deaths from June 2020 to July 2021. This corresponds to 32 lakh deaths, of which 27 lakh occurred in April–July 2021. This number was corroborated with two government data sources – one of which was the CRS and which showed all-cause mortality increased by 27% and 26% respectively, leading them to conclude that “India’s cumulative COVID-19 deaths were six-seven times higher than reported official mortality with COVID and non-COVID deaths peaking similarly”.
There could have been a possible overreporting of deaths in the national survey conducted by CVOTER. The authors went on to address this by reaching out to approximately 57,000 people in 13,500 households, and this showed “similar temporal increases in mortality with COVID and non-COVID deaths peaking similarly”.Worldwide phenomenon Is this an Indian phenomenon alone? A recent news feature published in
Nature
journal based on the World Mortality Dataset maintained by researcher Ariel Karlinsky, besides other models, found that across countries the pandemic's true death toll was millions more than the official tolls. For example, the WMD dataset revealed that excess deaths in Russia numbered more than one million by the end of 2021, while only 3,00,000 COVID-19 deaths were recorded in the same period. The WMD dataset does not contain figures for India as excess deaths are available only for “subnational” units (States) and not for the whole country or for countries such as China. But extrapolating from subnational data, it could be shown, as the
Science
paper did for India, that excess deaths were several multiples over the official death toll and revealed undercounting.
 A data story in
The Hindu
published in September 2021 compared excess deaths for the countries with the highest reported death toll and found that the estimated multiple over the reported toll (using the same method) for India was the highest (5.8 times) and only Chile (5.7 times) came close.
Varied reasonsWhat explains this substantive undercounting of deaths? In the case of India, the reasons are varied. In States like Kerala which have tallied a high number of deaths after reviewing its COVID-19 mortality reporting over time, initially, some deaths of infected people who died after testing negative or left hospitals and then died were not tallied under COVID-19 deaths. This has since been corrected, and Kerala’s case fatality rate has risen to 0.9 (closer to the national average).But in others such as Gujarat, Madhya Pradesh and Telangana, where excess deaths multiples were quite high, the reasons for the undercounting have also got to do with the States seeking to report less of the mortality as COVID-related. There are States such as Uttar Pradesh, for example, where public health systems remain weak and were overwhelmed by the sudden increase in the spurt of infections and mortality during the second wave, in particular. This also contributed to the significant underreporting of COVID-19 deaths. Many cases were not detected through adequate testing in several States. Also, the absence of proper health care institutions resulted in several deaths occurring outside institutional care and were undocumented.States with a robust CRS (Tamil Nadu, Karnataka and Kerala for example) in which deaths are quickly registered after occurrence have tended to show lower excess deaths multiples or have addressed these deaths as COVID-19 related after audits – Maharashtra, for example.But as the Gujarat example shows, even if undercounting of deaths was done for political expediency, such States have had to acknowledge compensation claims even if they are much higher than the reported COVID-19 tolls for the same reason.Estimating the actual death toll due to COVID-19 is an important step in acknowledging the challenges faced by public health institutions and the state in India. This should help epidemiologists and public health specialists devise clear steps to take when faced with a pandemic-like situation and also to prepare institutions to respond to it.
Our code of editorial values 
Printabl",0,1,0,0
"ver a year ago, alert press reporters found a device hanging around Congress M.P. Shashi Tharoor’s neck. Was it a GPS device, Translator or a small dictionary? He tweeted that it was “An air purifier (negative ioniser).” Its sellers claim that the device emits two million healthy negative ions per sec from the black brush on its top. These ions may impinge on pollutants, make them negatively charged and get them collected on surfaces of tables, windows, bed etc. Whether it helps to reduce pollution in real life, or not needs scientific validation. Is copious emission of negative ions from it a red flag?On December 16, 2021, the Authority for Nuclear Safety and Radiation Protection (ANVS), Netherland issued a statement identifying ten products such as (Magnetix Magnetic necklace, Magnetix Sport boost bracelet, Smiley Kids bracelet, Athletic necklace among others) as containing more radioactivity than legally permitted. The agency cautioned the public against using “Quantum Pendant,” “anti-5G pendant” or “negative ion” jewellery items or sleep mask. Often, “negative ion products” may contain radioactive substances. The ANVS clarified that their warning does not apply to ionic air purifiers, “as they are known not to contain radioactive materials.” Obviously, Dr Tharoor need not worry over any red flag!Radioactive productsSellers of “negative ion” consumer products and “scalar energy products” claim that these products improve the user's health. They may state that they are composed of volcanic ash, minerals etc. These can contain radioactive substances, which emit ionising radiation, which can cause tissue damage and are bad for the user's health.Popular online platforms have been offering such products, often in the form of pendants, necklaces, bracelets, sleep masks etc. for many years now. Manufacturing and selling products containing radioactive substances is not a justified practice. The ANVS found that the level of radiation in these products is low and the risk of health problems is also low. The agency informed all known vendors of these products in the Netherlands that it has prohibited their sale and that they must stop trading in these products immediately.Wearing such products for a long period (a year, 24 hours a day) could expose the wearer to a dose of radiation that exceeds the limit for skin exposure prescribed in the Netherlands.Above dose limitMalaysian researchers led by H.L. Hassan, Department of Physics, Universiti Teknologi Malaysia found that eight out of the 20 pendants, they evaluated, by using state-of-the-art methods were capable of exposing the wearers to an annual effective dose above the dose limit of one mSv for public (PLOS ONE June 1, 2021). The dose from the most radioactive pendant was 2.8 mSv/year.(When the physical energy absorbed by tissues from x-rays, gamma rays or electrons is one Joule per kg, the biologically effective dose is considered to be one Sv. Since Sv is a huge unit, specialists use milliSv - one thousandth of a Sv - as a unit; skin dose in a chest x-ray exam is about 0.1 mSv).Undergarment samplesIn another IAEA supported project, Hassan and others from Malaysia, the U.K. and Spain found that the undergarment industry in Malaysia and elsewhere advertised that their “negative ion undergarments” contain tourmaline, monazite and zircon, all known to contain uranium and thorium. Among the 13 samples of undergarments they assessed, three were capable of exposing their wearers to annual effective doses above one mSV, the IAEA reference level (Applied Sciences, June 10, 2021).Realising the safety significance of Naturally Occurring Radioactive Materials (NORM), IAEA and member countries provided guidance on the matter.In “Radiation Protection and Safety of radiation Sources: International Basic Safety Standards” (2014), the IAEA considers that the frivolous use of radiation or radioactive substances in toys and personal jewellery or adornments, which result in an increase in activity, is unjustified.The IAEA also published a specific safety guide titled “Radiation Safety for Consumer Products (2016).” The Atomic Energy (Radiation Protection) Rules, 2004 contains provisions consistent with those of the IAEA.Be aware of the facts before using consumer products containing radioactive substances or presenting them to anyone!(K.S. Parthasarathy is a former secretary of the Atomic Energy Regulatory Board, Email: ksparth@yahoo.co.uk)
Our code of editorial values 
Printab",0,1,0,0
"Signs of infection: Shelf-like basidiomata, the fruiting or reproductive structures of the fungus, grow on the tree trunks. Arun Kumar ARUN KUMAR
| Photo Credit: ARUN KUMAR
 Researchers from Kerala have identified two new species of fungi from the genus
Ganoderma
that are associated with coconut stem rot. They have also genotyped the two fungi species, named
Ganoderma keralense
and
G. pseudoapplanatum
and identified genetic biomarkers. The DNA barcodes have been made publicly available in DNA sequence repositories so that future studies can use it for early detection of the pathogen. The research was published in the journal
Mycologia.Basal stem rot The butt rot or basal stem rot of coconut is known by several names in different parts of India: Ganoderma wilt (Andhra Pradesh),
Anaberoga
(Karnataka) and Thanjavur wilt (Tamil Nadu), to mention a few.
 The infection begins at the roots, but symptoms include discolouration and rotting of stem and leaves. In the later stages, flowering and nut set decreases and finally the coconut palm
(Cocos nucifera)
dies.
A reddish brown oozing is seen. This oozing has been reported only in India. Once infected, recovery of the plants is not likely. Not surprising then, that this causes a huge loss: By some estimates made in 2017, in India, around 12 million people are said to depend on coconut farming.Late signs  Another sign of infection is presence of shelf-like “basidiomata,” which are the fruiting or reproductive structures of the fungus, on the tree trunks. “Although microscopic, many fungi… produce macroscopic fruiting structures on the substrates where they grow [for example,
Ganoderma
],” says T.K. Arun Kumar of Zamorin’s Guruvayurappan College, Kohikode, who led this research, in an email. He further explains that the basidiomata of
Ganoderma
bear reproductive propagules (called spores) which are dispersed through wind and sometimes with the help of insects. “That is how the pathogen spreads from one host to the other,” he adds.
Since the fungus is microscopic, it is only detected after the symptoms start manifesting or when the reproductive structures are borne, which can be too late.Lack of taxonomy Surprisingly, before this study, the disease was commonly attributed to the genus
Ganoderma
and the specific species involved were not identified correctly. One reason for this could be the lack of studies focusing on taxonomy. “Plant pathologists may be very good at identifying diseases based on disease symptoms, devising strategies to prevent disease occurrence and even in developing disease resistant plants. However, there is a dearth of fungal taxonomists among plant pathologists who are able to identify fungal pathogens with accuracy,” says Dr Arun Kumar.
 The two-member team collected the material for their research during the years 2015 to 2019. “There was a large-scale outbreak of the disease in Kozhikode district, Kerala, a few years back and our examination of the collected fungal specimens along with collections [over many years] from plantations throughout Kerala revealed that the identity of pathogenic species was hitherto unrecognised,” says Dr Arun Kumar. This led him and PhD student N. Vinjusha to study the specimens further, first morphologically and then through genome sequencing. The two species seemed to be new to science. “This discovery was based on morphological characters, DNA sequences of the Kerala collections and phylogenetic analyses by comparing DNA of all
Ganoderma
species known worldwide,” says Dr Arun Kumar. The research has revealed the identity of the pathogenic species associated with butt rot. Hence, species-specific disease prevention strategies can now be developed.
As Dr Arun Kumar says: “So far, scientists and farmers had to solely rely on the visible symptoms of the disease [which appear only at a later stage, after complete colonization], but now they can easily detect the presence of the pathogen much earlier by analysing plant extracts which can be easily obtained at any stage of growth.”The fungus is microscopic, so is only detected after symptoms show or when reproductive structures are borne, which can be too late.
Our code of editorial values 
Printable ",0,1,0,0
"A recent study looked at the neutralising antibody responses generated by breakthrough infections in individuals vaccinated against SARS-CoV2. The findings are published this week in C
ell.A University of Washington, School of Medicine, press release said that the researchers learnt that the degree of antibody response depended on whether a person has had one, two, three, or four exposures to the spike protein through infection, vaccination, or a mixture of the two.Among their study subjects, those who had completed a three-vaccination protocol, and those who had been vaccinated after recovering from COVID-19, and those with a breakthrough infection after having been vaccinated launched almost comparable neutralising antibody responses.
Our code of ed",0,1,0,0
"an insect larvae display jump behaviour? A team of researchers from North Carolina State University's Plant Disease and Insect Clinic has discovered a jumping behaviour that is entirely new to insect larvae, and there is evidence that it is occurring in a range of species. The previously unrecorded behaviour occurs in the larvae of a species of lined flat bark beetle
(Laemophloeus biguttatus)
. Specifically, the larvae are able to spring into the air, with each larva curling itself into a loop as it leaps forward.
While there are other insect species that are capable of making prodigious leaps, they rely on something called a “latch-mediated spring actuation mechanism”. This means that they essentially have two parts of their body latch onto each other while the insect exerts force, building up a significant amount of energy. The insect then unlatches the two parts, releasing all of that energy at once, allowing it to spring off the ground. What makes the
L. biguttatus
so remarkable is that it makes these leaps without latching two parts of its body together. It uses claws on its legs to grip the ground while it builds up that potential energy — and once those claws release their hold on the ground, that potential energy is converted into kinetic energy, launching it skyward.
 To determine how
L. biguttatus
was able to execute its acrobatics, the researchers filmed the jumps at speeds of up to 60,000 frames per second",0,1,0,0
"Young woman doing sport exercises indoor at home woman exercising - for snapshot on science page. 
| Photo Credit: Inside Creative House iStockphoto
 An international team of researchers studied the effect of exercise performed at different times in the day. The study, published in
Cell Metabolism,
reveals how the body produced different health-promoting signalling molecules, in an organ-specific way, depending on the time of the exercise. Insights include how to realign ‘faulty’ circadian rhythms by adopting the right exercise.

Our code of e",0,1,0,0
"Two retired elderly men sitting on a park bench and having fun Elders chatting - for snapshot on science page. 
| Photo Credit: TRILOKS iStockphoto
 When two people agree, and ‘click’ during a conversation, this shows in their ‘response times’ or time between when one person stops talking and the other begins, finds a study published in
PNAS
. The study examined response times of strangers and close friends. It also studied how listeners interpreted the quality of conversations between two others.

Our code of",0,1,0,0
"Two dinosaurs Diplodocus illustration of dinosaur for science page. 
| Photo Credit: estt iStockphoto
A new study of dinosaurs led by University of Bristol made a reconstruction of the limb muscles of a small-to-medium sized dinosaur, Thecodontosaurus, which roamed the earth 205 million years ago. The study reveals how massive, 50-tonne quadruped dinosaurs like Diplodocus evolved from this biped species.
Our code of",0,1,0,0
"High resolution poster size 3D rendered galaxy space scene with planets. Used Cinema4D and Adobe Photoshop for generating planet and star field. Used for free or commercial usage texture from Solar System Scope site. Link is : https://www.solarsystemscope.com/textures/download/2k_haumea_fictional.jpg Exoplanet pic for Snapshot on Science page.
| Photo Credit: cemagraphics iStockphoto
NASA’s Transiting Exoplanet Survey Satellite (TESS) mission has spotted three huge Jupiter-like extrasolar planets that are orbiting dangerously close to their giant or sub-giant stars. One of them, TOI-2337b, is likely to get absorbed by its star in less than a million years, the shortest for any known exoplanet. The study helps in understanding the past, present and future of planets.
Our code of e",0,1,0,0
,0,1,0,0
